iter	RMSE
1665	2.052057908
1666	2.051927615
1667	2.051830793
1668	2.051773373
1669	2.051592974
1670	2.051477574
1671	2.051404275
1672	2.051327063
1673	2.051138077
1674	2.051085393
1675	2.051034218
1676	2.050855629
1677	2.050726368
1678	2.050627538
1679	2.050497111
1680	2.050376498
1681	2.050234966
1682	2.050152937
1683	2.050059129
1684	2.049994895
1685	2.049899316
1686	2.04979154
1687	2.049715312
1688	2.04966149
1689	2.049552054
1690	2.049460873
1691	2.049376906
1692	2.049293648
1693	2.049232185
1694	2.04914229
1695	2.049032955
1696	2.048928513
1697	2.048832585
1698	2.048731945
1699	2.048677808
1700	2.048590772
1701	2.04852409
1702	2.048487931
1703	2.048399928
1704	2.048282574
1705	2.048194053
1706	2.048066881
1707	2.047947184
1708	2.047899659
1709	2.047794734
1710	2.047711785
1711	2.047580391
1712	2.047487264
1713	2.047434512
1714	2.047386667
1715	2.047322402
1716	2.047262059
1717	2.047211688
1718	2.047156781
1719	2.047050335
1720	2.046987651
1721	2.046915328
1722	2.046822088
1723	2.046723943
1724	2.046668654
1725	2.046587422
1726	2.0465344
1727	2.046440279
1728	2.046336342
1729	2.046309227
1730	2.046251664
1731	2.046175379
1732	2.046082954
1733	2.046032925
1734	2.045947116
1735	2.045790065
1736	2.045714002
1737	2.045652522
1738	2.045627302
1739	2.045554469
1740	2.04545082
1741	2.045358941
1742	2.045284174
1743	2.045186197
1744	2.045125217
1745	2.045094434
1746	2.045019849
1747	2.044993601
1748	2.044969038
1749	2.044948809
1750	2.044851231
1751	2.04477659
1752	2.044707046
1753	2.044597475
1754	2.044523682
1755	2.044461668
1756	2.044424067
1757	2.044301547
1758	2.044260747
1759	2.044124296
1760	2.044084102
1761	2.043941538
1762	2.043825085
1763	2.043777408
1764	2.043636265
1765	2.043576715
1766	2.043526029
1767	2.043437482
1768	2.043373033
1769	2.043281959
1770	2.043195251
1771	2.043099997
1772	2.043001081
1773	2.042820713
1774	2.042711744
1775	2.042587179
1776	2.042482463
1777	2.042430299
1778	2.042348735
1779	2.042254586
1780	2.042151498
1781	2.042067598
1782	2.041972073
1783	2.041900011
1784	2.041836423
1785	2.041691732
1786	2.041612465
1787	2.041550356
1788	2.041481499
1789	2.041448041
1790	2.041326596
1791	2.041243449
1792	2.041179502
1793	2.041102493
1794	2.041034708
1795	2.040961597
1796	2.040862987
1797	2.040737553
1798	2.040680417
1799	2.040594148
1800	2.040501411
1801	2.040441869
1802	2.040359019
1803	2.040296949
1804	2.040190232
1805	2.040111858
1806	2.040021787
1807	2.039981222
1808	2.03993831
1809	2.03987939
1810	2.039855967
1811	2.039771047
1812	2.039716091
1813	2.039625673
1814	2.039608179
1815	2.039509516
1816	2.039441131
1817	2.039311921
1818	2.039215228
1819	2.03909712
1820	2.038971202
1821	2.038897294
1822	2.038840652
1823	2.038750762
1824	2.038667752
1825	2.038644244
1826	2.038596784
1827	2.038539775
1828	2.038455735
1829	2.038326227
1830	2.038220101
1831	2.038101296
1832	2.037988723
1833	2.037924681
1834	2.037839497
1835	2.037755326
1836	2.037708347
1837	2.03763099
1838	2.037554802
1839	2.03747395
1840	2.037397058
1841	2.037273381
1842	2.037139377
1843	2.037074983
1844	2.037025694
1845	2.037002727
1846	2.036948329
1847	2.036941457
1848	2.036840548
1849	2.036740751
1850	2.036665162
1851	2.036549575
1852	2.036505506
1853	2.036408448
1854	2.036272914
1855	2.036149124
1856	2.036045972
1857	2.035925789
1858	2.035871307
1859	2.035815925
1860	2.035721121
1861	2.035668359
1862	2.035579094
1863	2.035496252
1864	2.035425627
1865	2.035292305
1866	2.035213939
1867	2.035116275
1868	2.035041344
1869	2.034998898
1870	2.034936567
1871	2.034751379
1872	2.034593632
1873	2.034570929
1874	2.034414637
1875	2.034366748
1876	2.034301688
1877	2.034239116
1878	2.03419582
1879	2.03416362
1880	2.034066739
1881	2.034023286
1882	2.033944298
1883	2.033831497
1884	2.033733222
1885	2.03361966
1886	2.03353165
1887	2.03348365
1888	2.033433527
1889	2.033351644
1890	2.033284529
1891	2.033231428
1892	2.033189001
1893	2.033083924
1894	2.032978486
1895	2.032924861
1896	2.032892238
1897	2.032741879
1898	2.032652501
1899	2.032581811
1900	2.032542989
1901	2.03244466
1902	2.032365588
1903	2.03230554
1904	2.032235313
1905	2.032167627
1906	2.031934913
1907	2.031851671
1908	2.031781773
1909	2.031722261
1910	2.031658264
1911	2.031573448
1912	2.031551522
1913	2.031509019
1914	2.031447635
1915	2.031352089
1916	2.031292284
1917	2.031249423
1918	2.031172896
1919	2.031163863
1920	2.031101616
1921	2.031014995
1922	2.030923616
1923	2.030889928
1924	2.030803203
1925	2.030748095
1926	2.030665443
1927	2.030640864
1928	2.030573978
1929	2.030493748
1930	2.030369439
1931	2.030282556
1932	2.030221054
1933	2.030117159
1934	2.030075911
1935	2.03003168
1936	2.029980822
1937	2.029907447
1938	2.029823337
1939	2.029757824
1940	2.029651192
1941	2.02960223
1942	2.029525807
1943	2.029438646
1944	2.029398775
1945	2.029306682
1946	2.029152903
1947	2.029092593
1948	2.029006104
1949	2.028875725
1950	2.028807496
1951	2.028703387
1952	2.02863089
1953	2.028453032
1954	2.028400026
1955	2.028278147
1956	2.028196609
1957	2.028137487
1958	2.028064411
1959	2.028018486
1960	2.027990875
1961	2.027946284
1962	2.027891358
1963	2.027835383
1964	2.027706215
1965	2.027597657
1966	2.027461262
1967	2.0273974
1968	2.027317789
1969	2.027283654
1970	2.027142981
1971	2.027067257
1972	2.026988564
1973	2.026936135
1974	2.026801592
1975	2.026726957
1976	2.026648428
1977	2.026536481
1978	2.026443561
1979	2.026372289
1980	2.026290052
1981	2.026171553
1982	2.026132619
1983	2.026086192
1984	2.026016847
1985	2.025932776
1986	2.025865242
1987	2.025722755
1988	2.025694372
1989	2.025610692
1990	2.025546425
1991	2.025437676
1992	2.02534163
1993	2.025274475
1994	2.025187909
1995	2.025082888
1996	2.024917549
1997	2.024839554
1998	2.024711434
1999	2.024663085
2000	2.024568525
2001	2.024458082
2002	2.024368626
2003	2.024295441
2004	2.024192922
2005	2.024093863
2006	2.024022765
2007	2.023949666
2008	2.023884707
2009	2.023839624
2010	2.023779084
2011	2.023682049
2012	2.023660723
2013	2.023575264
2014	2.023533651
2015	2.023485799
2016	2.023402934
2017	2.023302617
2018	2.023198861
2019	2.023112201
2020	2.023044435
2021	2.023001051
2022	2.022895367
2023	2.022770593
2024	2.022716311
2025	2.022667099
2026	2.022594036
2027	2.022517511
2028	2.022442861
2029	2.022409909
2030	2.022330112
2031	2.02228695
2032	2.022235596
2033	2.02215598
2034	2.022065755
2035	2.021994567
2036	2.021933375
2037	2.021844729
2038	2.021756423
2039	2.021636818
2040	2.021543744
2041	2.021432007
2042	2.021377011
2043	2.021266598
2044	2.021180643
2045	2.021135792
2046	2.021049421
2047	2.020973872
2048	2.020914966
2049	2.020856025
2050	2.020755285
2051	2.020684971
2052	2.020678927
2053	2.020586969
2054	2.020510208
2055	2.020451776
2056	2.020385064
2057	2.020288066
2058	2.020194843
2059	2.020096063
2060	2.020014796
2061	2.019952169
2062	2.019885025
2063	2.019815668
2064	2.019774452
2065	2.019687744
2066	2.019616595
2067	2.019560216
2068	2.019457858
2069	2.019397983
2070	2.01931912
2071	2.019189275
2072	2.019148314
2073	2.019035669
2074	2.018984262
2075	2.01890798
2076	2.018823263
2077	2.018758646
2078	2.018708678
2079	2.018633844
2080	2.01851216
2081	2.018412191
2082	2.018344661
2083	2.018284404
2084	2.018230816
2085	2.018157064
2086	2.018088391
2087	2.017996651
2088	2.017940181
2089	2.017859412
2090	2.017753852
2091	2.017688666
2092	2.0176246
2093	2.017507395
2094	2.01740661
2095	2.017375317
2096	2.017246879
2097	2.017165239
2098	2.017118671
2099	2.017076998
2100	2.017015854
2101	2.016953719
2102	2.016904029
2103	2.016793955
2104	2.016790313
2105	2.016740742
2106	2.016678529
2107	2.016617888
2108	2.016547751
2109	2.016462021
2110	2.016411337
2111	2.016335077
2112	2.016290083
2113	2.016208612
2114	2.016081265
2115	2.016023344
2116	2.015980604
2117	2.015902427
2118	2.015804333
2119	2.015727474
2120	2.01559812
2121	2.015560444
2122	2.015452082
2123	2.015347171
2124	2.015304232
2125	2.015246691
2126	2.015226202
2127	2.015185961
2128	2.015121822
2129	2.015072028
2130	2.015036542
2131	2.014956822
2132	2.014899679
2133	2.014843088
2134	2.014765969
2135	2.014721346
2136	2.014649172
2137	2.014594648
2138	2.014575285
2139	2.014556657
2140	2.014444707
2141	2.014337603
2142	2.014281748
2143	2.014215726
2144	2.014153728
2145	2.014081249
2146	2.014026559
2147	2.013957094
2148	2.013890155
2149	2.013776953
2150	2.013681755
2151	2.013610816
2152	2.013469587
2153	2.013354909
2154	2.013322911
2155	2.013255776
2156	2.013122054
2157	2.013025991
2158	2.012932353
2159	2.012786048
2160	2.012689285
2161	2.012641823
2162	2.012589614
2163	2.012528145
2164	2.012465773
2165	2.012416616
2166	2.012341527
2167	2.012244291
2168	2.01218741
2169	2.012127891
2170	2.012056953
2171	2.011973712
2172	2.01190216
2173	2.011815977
2174	2.011743746
2175	2.011605165
2176	2.011537254
2177	2.011461911
2178	2.011451234
2179	2.011334999
2180	2.011299173
2181	2.011184497
2182	2.011088596
2183	2.010984184
2184	2.010949519
2185	2.010855047
2186	2.010796146
2187	2.010732082
2188	2.010692766
2189	2.01061735
2190	2.010535845
2191	2.010494032
2192	2.010417417
2193	2.010330913
2194	2.010240799
2195	2.010155748
2196	2.010084342
2197	2.010016296
2198	2.009939056
2199	2.009873028
2200	2.009751177
2201	2.009701266
2202	2.009656778
2203	2.009579623
2204	2.009519624
2205	2.009441274
2206	2.009394298
2207	2.009305337
2208	2.00921599
2209	2.009133446
2210	2.009064469
2211	2.008979502
2212	2.008896008
2213	2.008802289
2214	2.008721427
2215	2.008663065
2216	2.00857753
2217	2.008494061
2218	2.008448136
2219	2.008422373
2220	2.008348175
2221	2.008296902
2222	2.008227157
2223	2.00817391
2224	2.008118069
2225	2.008065296
2226	2.007966908
2227	2.007876348
2228	2.007824995
2229	2.007762223
2230	2.007684559
2231	2.00765357
2232	2.007634137
2233	2.007534282
2234	2.007447496
2235	2.007341696
2236	2.007246621
2237	2.00720204
2238	2.007086496
2239	2.007035048
2240	2.006960107
2241	2.006878645
2242	2.006842481
2243	2.006726035
2244	2.006639704
2245	2.00655795
2246	2.006506166
2247	2.006453997
2248	2.006392231
2249	2.006358285
2250	2.006296255
2251	2.006266337
2252	2.006200779
2253	2.006143205
2254	2.006050341
2255	2.005999138
2256	2.005937175
2257	2.005846003
2258	2.005676317
2259	2.005626422
2260	2.005540523
2261	2.005473854
2262	2.00540242
2263	2.005282567
2264	2.005190624
2265	2.005072501
2266	2.005040954
2267	2.004932655
2268	2.004880008
2269	2.004842521
2270	2.004726003
2271	2.00470403
2272	2.004629606
2273	2.004403235
2274	2.004317015
2275	2.004246531
2276	2.004176656
2277	2.004078683
2278	2.004004436
2279	2.003949135
2280	2.003799463
2281	2.003733981
2282	2.003665374
2283	2.003582454
2284	2.003473841
2285	2.003422644
2286	2.003377568
2287	2.003337588
2288	2.003290882
2289	2.003234585
2290	2.003186814
2291	2.003089725
2292	2.003016201
2293	2.002951106
2294	2.002924013
2295	2.002842112
2296	2.002800296
2297	2.002765298
2298	2.002702279
2299	2.002637435
2300	2.002585431
2301	2.002495311
2302	2.002395083
2303	2.002365787
2304	2.0022856
2305	2.002212951
2306	2.002131248
2307	2.002015171
2308	2.001913901
2309	2.001825262
2310	2.001746238
2311	2.001664726
2312	2.001596549
2313	2.001551703
2314	2.001481261
2315	2.001450154
2316	2.001423764
2317	2.001328328
2318	2.001249674
2319	2.001189186
2320	2.001133396
2321	2.001072198
2322	2.000956573
2323	2.000821064
2324	2.000755285
2325	2.000673123
2326	2.000649625
2327	2.000571541
2328	2.000526471
2329	2.000378297
2330	2.000329038
2331	2.000205069
2332	2.000139265
2333	2.000064075
2334	1.999998257
2335	1.999956676
2336	1.999881838
2337	1.999832626
2338	1.999734892
2339	1.999671615
2340	1.999575043
2341	1.999461916
2342	1.999385555
2343	1.999225611
2344	1.999155836
2345	1.99905815
2346	1.998975414
2347	1.998872379
2348	1.998824929
2349	1.998760754
2350	1.998688035
2351	1.998625896
2352	1.998565959
2353	1.99846204
2354	1.998385735
2355	1.998358478
2356	1.998284169
2357	1.998225569
2358	1.998175564
2359	1.998098061
2360	1.998038262
2361	1.997952
2362	1.997873823
2363	1.997792922
2364	1.997754022
2365	1.997642607
2366	1.997587939
2367	1.997508057
2368	1.997442824
2369	1.997348334
2370	1.997272172
2371	1.997191147
2372	1.997132249
2373	1.997104381
2374	1.997077765
2375	1.997006717
2376	1.996924896
2377	1.996850952
2378	1.996795175
2379	1.996735241
2380	1.996681732
2381	1.996580044
2382	1.996515407
2383	1.996389498
2384	1.996310574
2385	1.996266652
2386	1.996161938
2387	1.996126526
2388	1.996032325
2389	1.995975742
2390	1.995927677
2391	1.995789018
2392	1.995769008
2393	1.995695517
2394	1.995619683
2395	1.995487748
2396	1.995402815
2397	1.995350604
2398	1.995317864
2399	1.995294255
2400	1.995184657
2401	1.995103393
2402	1.99500311
2403	1.994940011
2404	1.994889789
2405	1.99481532
2406	1.994741912
2407	1.994658559
2408	1.994578444
2409	1.994476327
2410	1.99440001
2411	1.994320921
2412	1.994283344
2413	1.994243046
2414	1.994139306
2415	1.99409692
2416	1.994010262
2417	1.993976717
2418	1.993896064
2419	1.993854722
2420	1.993795552
2421	1.993705636
2422	1.993610314
2423	1.993577116
2424	1.993499204
2425	1.993416303
2426	1.993340506
2427	1.993250631
2428	1.993197978
2429	1.99311223
2430	1.992998256
2431	1.992948046
2432	1.992873591
2433	1.992778329
2434	1.992689229
2435	1.992589779
2436	1.992498412
2437	1.992459947
2438	1.992385027
2439	1.99229053
2440	1.992172948
2441	1.992141082
2442	1.992052895
2443	1.991989782
2444	1.991908992
2445	1.991848055
2446	1.991750535
2447	1.991697622
2448	1.99165087
2449	1.991603457
2450	1.991481926
2451	1.991387152
2452	1.991342528
2453	1.991296378
2454	1.991259112
2455	1.991220321
2456	1.991181802
2457	1.991134046
2458	1.991109321
2459	1.991041249
2460	1.990928461
2461	1.990897013
2462	1.990773694
2463	1.990654847
2464	1.990574106
2465	1.990505609
2466	1.990481785
2467	1.990385365
2468	1.990308037
2469	1.990198674
2470	1.990055516
2471	1.989965928
2472	1.989902736
2473	1.989860254
2474	1.989829881
2475	1.989773515
2476	1.989723628
2477	1.989651641
2478	1.989569231
2479	1.989524385
2480	1.989427962
2481	1.989317908
2482	1.989276454
2483	1.989155485
2484	1.989070752
2485	1.989004997
2486	1.988892061
2487	1.988870235
2488	1.98880726
2489	1.988718062
2490	1.98867677
2491	1.988617627
2492	1.988558766
2493	1.988530836
2494	1.988470965
2495	1.988373555
2496	1.988294726
2497	1.988240319
2498	1.988228495
2499	1.988125151
2500	1.988019074
2501	1.987985566
2502	1.98791925
2503	1.987818912
2504	1.987778183
2505	1.987716451
2506	1.987593432
2507	1.98752099
2508	1.987459197
2509	1.987350432
2510	1.987278516
2511	1.987212716
2512	1.987129397
2513	1.987034959
2514	1.986976231
2515	1.986860217
2516	1.986796481
2517	1.986768219
2518	1.98673158
2519	1.986672081
2520	1.986616895
2521	1.986573336
2522	1.986543197
2523	1.986420095
2524	1.986279751
2525	1.986244752
2526	1.986201662
2527	1.986114264
2528	1.986056059
2529	1.985989888
2530	1.98593306
2531	1.98588073
2532	1.985802141
2533	1.985720355
2534	1.985635332
2535	1.985577174
2536	1.985504296
2537	1.985388503
2538	1.985327672
2539	1.985214429
2540	1.985103233
2541	1.985047047
2542	1.985001672
2543	1.984908832
2544	1.984826973
2545	1.984697688
2546	1.984644419
2547	1.984577159
2548	1.984492755
2549	1.984460036
2550	1.98441395
2551	1.984336135
2552	1.984302645
2553	1.984229367
2554	1.984102679
2555	1.984020128
2556	1.983989284
2557	1.983913773
2558	1.983874723
2559	1.98381235
2560	1.983725006
2561	1.983682709
2562	1.983617876
2563	1.983576051
2564	1.983523317
2565	1.983476339
2566	1.983437178
2567	1.983394963
2568	1.983345392
2569	1.983255506
2570	1.98320429
2571	1.983098769
2572	1.983021374
2573	1.982962445
2574	1.982913875
2575	1.982847138
2576	1.982777994
2577	1.982733219
2578	1.982669835
2579	1.982601053
2580	1.982546581
2581	1.982471574
2582	1.982424433
2583	1.982380905
2584	1.982288806
2585	1.982207689
2586	1.982176927
2587	1.982134645
2588	1.982077666
2589	1.982023108
2590	1.981920564
2591	1.98187786
2592	1.981832428
2593	1.981762646
2594	1.981706765
2595	1.981647761
2596	1.981588611
2597	1.98152253
2598	1.981402851
2599	1.981350279
2600	1.981295979
2601	1.981258623
2602	1.981167123
2603	1.98107217
2604	1.980990333
2605	1.980914956
2606	1.980841554
2607	1.980789217
2608	1.98075147
2609	1.980689989
2610	1.980640139
2611	1.980578175
2612	1.9805181
2613	1.980479567
2614	1.980425321
2615	1.980337229
2616	1.980293217
2617	1.980231938
2618	1.980196942
2619	1.980109767
2620	1.980085
2621	1.980014323
2622	1.979970457
2623	1.9799266
2624	1.979903589
2625	1.979857543
2626	1.979753305
2627	1.979715443
2628	1.979686781
2629	1.979620869
2630	1.979582955
2631	1.979526851
2632	1.979445146
2633	1.979408321
2634	1.979350212
2635	1.979285985
2636	1.979221278
2637	1.979168585
2638	1.979046076
2639	1.978907336
2640	1.978799052
2641	1.978735319
2642	1.978666331
2643	1.978553033
2644	1.978515685
2645	1.978474247
2646	1.978390946
2647	1.978356964
2648	1.978311487
2649	1.978196744
2650	1.978076361
2651	1.977984314
2652	1.977932792
2653	1.977859038
2654	1.977750118
2655	1.97768399
2656	1.977655963
2657	1.977596932
2658	1.97756583
2659	1.97747094
2660	1.977379854
2661	1.977317069
2662	1.977294817
2663	1.977287584
2664	1.977232943
2665	1.977103368
2666	1.977032455
2667	1.976994281
2668	1.976937097
2669	1.976887768
2670	1.976789003
2671	1.976690571
2672	1.976649009
2673	1.976586423
2674	1.9765179
2675	1.97643501
2676	1.976396987
2677	1.976365733
2678	1.976299242
2679	1.976222231
2680	1.976170114
2681	1.976112611
2682	1.976063896
2683	1.975994705
2684	1.975882931
2685	1.975805618
2686	1.975727084
2687	1.975667514
2688	1.975587439
2689	1.975516056
2690	1.975459567
2691	1.975406737
2692	1.975327562
2693	1.975252003
2694	1.975221298
2695	1.975152619
2696	1.975063952
2697	1.974983376
2698	1.974919674
2699	1.97485287
2700	1.974792564
2701	1.974735393
2702	1.974631987
2703	1.974534747
2704	1.974485621
2705	1.974417891
2706	1.974401983
2707	1.97432784
2708	1.974288096
2709	1.974240426
2710	1.974157505
2711	1.974097303
2712	1.974040361
2713	1.973973388
2714	1.973919505
2715	1.97387699
2716	1.973830204
2717	1.973776481
2718	1.973706314
2719	1.973612365
2720	1.97357182
2721	1.973502451
2722	1.973423972
2723	1.973354956
2724	1.973277063
2725	1.973214567
2726	1.973100798
2727	1.973037502
2728	1.972999335
2729	1.972894522
2730	1.97284718
2731	1.972789922
2732	1.972706756
2733	1.972620936
2734	1.97258349
2735	1.972543595
2736	1.972500963
2737	1.97242385
2738	1.972357989
2739	1.972296824
2740	1.972242518
2741	1.972196441
2742	1.972157651
2743	1.972091628
2744	1.972029819
2745	1.971950971
2746	1.971917981
2747	1.971849441
2748	1.971744805
2749	1.971607244
2750	1.971516842
2751	1.971393775
2752	1.971317971
2753	1.971254223
2754	1.971168262
2755	1.971106908
2756	1.971070921
2757	1.970976857
2758	1.970947554
2759	1.970852286
2760	1.970806477
2761	1.970782136
2762	1.970709622
2763	1.970657765
2764	1.970596057
2765	1.970547869
2766	1.970512725
2767	1.970422795
2768	1.970341064
2769	1.970264007
2770	1.97019372
2771	1.97014943
2772	1.970104948
2773	1.970018451
2774	1.969940798
2775	1.96988858
2776	1.969845067
2777	1.969795445
2778	1.969684363
2779	1.969614597
2780	1.969588534
2781	1.969533572
2782	1.969485734
2783	1.969380202
2784	1.969344651
2785	1.96929203
2786	1.96920471
2787	1.969125857
2788	1.969101672
2789	1.969076642
2790	1.969054362
2791	1.968921363
2792	1.968841688
2793	1.96877825
2794	1.968733862
2795	1.968665288
2796	1.96861463
2797	1.968518754
2798	1.968405345
2799	1.968348157
2800	1.968285668
2801	1.968226405
2802	1.968163346
2803	1.968102517
2804	1.968049016
2805	1.967986527
2806	1.96789224
2807	1.967815326
2808	1.967750724
2809	1.967681377
2810	1.967614567
2811	1.967510763
2812	1.967451496
2813	1.967337622
2814	1.96723012
2815	1.967169484
2816	1.967147584
2817	1.967106113
2818	1.967003828
2819	1.966887714
2820	1.966839666
2821	1.966760068
2822	1.966703581
2823	1.966659996
2824	1.966614011
2825	1.966573099
2826	1.966514685
2827	1.966423534
2828	1.9663948
2829	1.966353182
2830	1.966304815
2831	1.966248775
2832	1.966163207
2833	1.966099839
2834	1.966049851
2835	1.966000703
2836	1.965952455
2837	1.965886639
2838	1.965848523
2839	1.965795808
2840	1.965722127
2841	1.965642734
2842	1.965526868
2843	1.965423567
2844	1.965363571
2845	1.96530185
2846	1.965259444
2847	1.965185781
2848	1.965094635
2849	1.965046144
2850	1.964970432
2851	1.964907445
2852	1.964804169
2853	1.96476802
2854	1.964729214
2855	1.964611229
2856	1.964534995
2857	1.964489398
2858	1.964441966
2859	1.964394887
2860	1.964289839
2861	1.96423589
2862	1.964157368
2863	1.964046761
2864	1.963983149
2865	1.963919985
2866	1.963870085
2867	1.963807694
2868	1.963780965
2869	1.963731717
2870	1.963677478
2871	1.96358202
2872	1.963525965
2873	1.96347164
2874	1.963420494
2875	1.963392246
2876	1.963286751
2877	1.963214411
2878	1.963165928
2879	1.963083153
2880	1.963012753
2881	1.962949458
2882	1.96285145
2883	1.962792251
2884	1.962760383
2885	1.962715939
2886	1.962672574
2887	1.962596246
2888	1.962510104
2889	1.962419894
2890	1.962362074
2891	1.962231788
2892	1.962161079
2893	1.962068205
2894	1.961983689
2895	1.961920775
2896	1.961875789
2897	1.96175721
2898	1.961721747
2899	1.96167989
2900	1.961648091
2901	1.96155376
2902	1.961474543
2903	1.961408255
2904	1.961366659
2905	1.961284871
2906	1.961263299
2907	1.961158984
2908	1.961123963
2909	1.961088701
2910	1.961011332
2911	1.960930201
2912	1.960880506
2913	1.960839018
2914	1.96078311
2915	1.960632374
2916	1.960596009
2917	1.960506088
2918	1.960477347
2919	1.96040459
2920	1.960327236
2921	1.960267345
2922	1.960204003
2923	1.960159617
2924	1.960090236
2925	1.960015148
2926	1.959930027
2927	1.959874348
2928	1.959813331
2929	1.95977651
2930	1.959689464
2931	1.959617561
2932	1.959582856
2933	1.959529471
2934	1.959493813
2935	1.959432499
2936	1.959348147
2937	1.959251105
2938	1.959124568
2939	1.959095021
2940	1.959055975
2941	1.959022692
2942	1.95894711
2943	1.958820408
2944	1.95881061
2945	1.958750847
2946	1.958668176
2947	1.958600959
2948	1.958511455
2949	1.958464581
2950	1.958398677
2951	1.958369434
2952	1.958335604
2953	1.958295818
2954	1.958249618
2955	1.958194529
2956	1.958121301
2957	1.958083948
2958	1.958044724
2959	1.957952363
2960	1.957898311
2961	1.957839843
2962	1.957797661
2963	1.957728595
2964	1.957701184
2965	1.957676359
2966	1.957619226
2967	1.957523536
2968	1.957481783
2969	1.95739926
2970	1.957313491
2971	1.957288391
2972	1.957221924
2973	1.957139504
2974	1.957088455
2975	1.957009079
2976	1.956955778
2977	1.956894937
2978	1.95686626
2979	1.956793651
2980	1.956716794
2981	1.956653246
2982	1.956602481
2983	1.956565991
2984	1.956513846
2985	1.956448732
2986	1.956393181
2987	1.956329157
2988	1.956298902
2989	1.956241531
2990	1.956175424
2991	1.956142047
2992	1.956127428
2993	1.956089698
2994	1.956029896
2995	1.955969009
2996	1.955890551
2997	1.955784538
2998	1.9556975
2999	1.955631211
3000	1.955555114
3001	1.955455676
3002	1.955403918
3003	1.955350084
3004	1.955279537
3005	1.955153763
3006	1.955087273
3007	1.955032554
3008	1.95495186
3009	1.954853274
3010	1.954824484
3011	1.954773449
3012	1.954698681
3013	1.954648982
3014	1.954600219
3015	1.95452584
3016	1.954465764
3017	1.954424067
3018	1.954315379
3019	1.954289577
3020	1.954242084
3021	1.954141719
3022	1.954052433
3023	1.953996716
3024	1.953968242
3025	1.9538753
3026	1.953769016
3027	1.953664641
3028	1.953585385
3029	1.953534048
3030	1.953456656
3031	1.953395779
3032	1.953341571
3033	1.953267087
3034	1.953250217
3035	1.95318607
3036	1.953138192
3037	1.953093033
3038	1.953043285
3039	1.952958809
3040	1.952886184
3041	1.952835548
3042	1.95273126
3043	1.952684841
3044	1.952609257
3045	1.952544404
3046	1.952455979
3047	1.95243205
3048	1.952411684
3049	1.952360776
3050	1.952324577
3051	1.952268305
3052	1.952213762
3053	1.952167881
3054	1.952098106
3055	1.952031142
3056	1.951951604
3057	1.951887675
3058	1.951856042
3059	1.951794982
3060	1.951674428
3061	1.951602331
3062	1.951482401
3063	1.951373029
3064	1.951301812
3065	1.951260475
3066	1.951231185
3067	1.951203256
3068	1.951153817
3069	1.951090787
3070	1.95104343
3071	1.95096233
3072	1.95093793
3073	1.950885785
3074	1.950795832
3075	1.950757506
3076	1.950693567
3077	1.950637242
3078	1.950584222
3079	1.950571695
3080	1.950451371
3081	1.950441703
3082	1.950368277
3083	1.950313951
3084	1.950275235
3085	1.950193873
3086	1.950104628
3087	1.950039593
3088	1.94999698
3089	1.949960234
3090	1.949868987
3091	1.949776191
3092	1.949684088
3093	1.949653977
3094	1.949585451
3095	1.94955839
3096	1.949517557
3097	1.949487337
3098	1.949381481
3099	1.949313848
3100	1.949257456
3101	1.949184895
3102	1.949098975
3103	1.949057113
3104	1.949004039
3105	1.948969533
3106	1.948968917
3107	1.948950304
3108	1.948871049
3109	1.948854329
3110	1.948824579
3111	1.948754917
3112	1.948684179
3113	1.948633629
3114	1.948529947
3115	1.948477561
3116	1.94842709
3117	1.94838858
3118	1.94830591
3119	1.948283756
3120	1.948223638
3121	1.948173163
3122	1.94812494
3123	1.948068219
3124	1.947980014
3125	1.947898021
3126	1.947853411
3127	1.947791564
3128	1.947741074
3129	1.947676112
3130	1.947611996
3131	1.947548328
3132	1.947475263
3133	1.947406841
3134	1.947377454
3135	1.947340669
3136	1.947293593
3137	1.947251767
3138	1.947157814
3139	1.947107961
3140	1.947009432
3141	1.946959005
3142	1.946917856
3143	1.946813218
3144	1.946758691
3145	1.946680799
3146	1.946611062
3147	1.946562856
3148	1.94651297
3149	1.946470761
3150	1.946429256
3151	1.946352209
3152	1.94633926
3153	1.946233218
3154	1.946218455
3155	1.946159631
3156	1.946100219
3157	1.946052809
3158	1.945984767
3159	1.945899381
3160	1.945844546
3161	1.945797223
3162	1.945766157
3163	1.945729031
3164	1.945645382
3165	1.945622783
3166	1.945560615
3167	1.945491516
3168	1.945442889
3169	1.945341513
3170	1.945310916
3171	1.945269118
3172	1.945168277
3173	1.945131928
3174	1.94503256
3175	1.944978554
3176	1.944926657
3177	1.944869174
3178	1.944826537
3179	1.944766122
3180	1.944695474
3181	1.944633365
3182	1.944513431
3183	1.9444318
3184	1.944375364
3185	1.944311752
3186	1.944277672
3187	1.94423891
3188	1.944195012
3189	1.944129192
3190	1.944069674
3191	1.944018503
3192	1.943942431
3193	1.943892293
3194	1.943842538
3195	1.943792811
3196	1.943726709
3197	1.943698753
3198	1.943586198
3199	1.94351434
3200	1.943427893
3201	1.94339575
3202	1.943330922
3203	1.943279807
3204	1.943243769
3205	1.943190733
3206	1.94307296
3207	1.943024954
3208	1.94292002
3209	1.942898247
3210	1.942855159
3211	1.942742247
3212	1.942707981
3213	1.942659424
3214	1.942546866
3215	1.942499689
3216	1.94240074
3217	1.94235737
3218	1.942323355
