iter	RMSE
197	2.246703288
198	2.246476024
199	2.246284095
200	2.246035394
201	2.245814909
202	2.245645833
203	2.245397701
204	2.245213893
205	2.244944681
206	2.244745678
207	2.24458291
208	2.24438861
209	2.244206481
210	2.243855824
211	2.24357079
212	2.243334679
213	2.242980744
214	2.242719152
215	2.242656442
216	2.242504541
217	2.242286378
218	2.241770901
219	2.241333494
220	2.241069264
221	2.240811532
222	2.240493275
223	2.24025502
224	2.240082943
225	2.23989716
226	2.239702758
227	2.239317431
228	2.238870683
229	2.238531344
230	2.238368976
231	2.238158437
232	2.237915966
233	2.237749333
234	2.237415579
235	2.237109303
236	2.236924247
237	2.236665475
238	2.236339705
239	2.236214812
240	2.235894223
241	2.23556842
242	2.23548024
243	2.235120527
244	2.235015994
245	2.234795913
246	2.234648602
247	2.234245713
248	2.233939542
249	2.233738036
250	2.23330272
251	2.2328918
252	2.232635315
253	2.232471219
254	2.231944477
255	2.231763585
256	2.231492245
257	2.231348555
258	2.231257378
259	2.231043159
260	2.230880147
261	2.230602861
262	2.230353802
263	2.230116454
264	2.229925079
265	2.229741984
266	2.229566965
267	2.229275518
268	2.229204337
269	2.229116922
270	2.228776466
271	2.228629023
272	2.228468306
273	2.228200785
274	2.228085156
275	2.22791561
276	2.227619365
277	2.227489223
278	2.227078758
279	2.226791096
280	2.226536025
281	2.226258538
282	2.226054462
283	2.225813164
284	2.225766468
285	2.225526349
286	2.225324819
287	2.2251349
288	2.224974145
289	2.224739474
290	2.224558457
291	2.224376939
292	2.224108276
293	2.223874727
294	2.223756617
295	2.223620057
296	2.223274851
297	2.222998375
298	2.22272029
299	2.222210392
300	2.221921797
301	2.221730337
302	2.221114257
303	2.220957691
304	2.22070829
305	2.220410689
306	2.220263749
307	2.220000294
308	2.219587542
309	2.219453237
310	2.2192782
311	2.218988243
312	2.218797314
313	2.218773964
314	2.218639167
315	2.218175489
316	2.218036068
317	2.217755315
318	2.217688423
319	2.217379041
320	2.217199736
321	2.216873327
322	2.216633003
323	2.216560096
324	2.216372345
325	2.216151191
326	2.215820875
327	2.215655301
328	2.215375461
329	2.215178586
330	2.214987899
331	2.214862236
332	2.214666321
333	2.214460275
334	2.214239536
335	2.2139951
336	2.213966442
337	2.213721655
338	2.213353421
339	2.212899758
340	2.212671659
341	2.212407925
342	2.212222315
343	2.212020037
344	2.211833081
345	2.211643676
346	2.211472349
347	2.211321217
348	2.211109996
349	2.210962364
350	2.210710924
351	2.21066678
352	2.210546413
353	2.210267874
354	2.210050447
355	2.209812771
356	2.209578189
357	2.209354926
358	2.209201897
359	2.208898225
360	2.208747163
361	2.208581208
362	2.208409349
363	2.208322609
364	2.208172152
365	2.207997591
366	2.207764469
367	2.207716491
368	2.207378277
369	2.207210505
370	2.206943737
371	2.206698022
372	2.206526922
373	2.206277198
374	2.206073526
375	2.205923381
376	2.205735178
377	2.205581884
378	2.205366049
379	2.205218508
380	2.205093149
381	2.204743092
382	2.204627024
383	2.204442473
384	2.204108492
385	2.203805868
386	2.203583733
387	2.203359034
388	2.20326752
389	2.203124877
390	2.202990882
391	2.20273781
392	2.202594907
393	2.202433014
394	2.202298555
395	2.201739135
396	2.201476098
397	2.20137438
398	2.201200681
399	2.200964383
400	2.200755706
401	2.200593185
402	2.200473382
403	2.200193734
404	2.200018368
405	2.199750846
406	2.199661043
407	2.199469788
408	2.199308811
409	2.199116873
410	2.198818418
411	2.198603253
412	2.198388938
413	2.198260933
414	2.198130827
415	2.198030183
416	2.197885836
417	2.197726839
418	2.197516382
419	2.197226036
420	2.197089963
421	2.196898528
422	2.19681358
423	2.19646055
424	2.196280146
425	2.196077201
426	2.195909653
427	2.195717425
428	2.195655295
429	2.195535113
430	2.195345839
431	2.195205807
432	2.195070335
433	2.194976153
434	2.194709534
435	2.194596108
436	2.194422846
437	2.194330498
438	2.19420549
439	2.194016753
440	2.193905801
441	2.193707744
442	2.193510097
443	2.193280185
444	2.193097952
445	2.192873194
446	2.19274397
447	2.19251834
448	2.192296951
449	2.192103161
450	2.191867685
451	2.191585835
452	2.191453313
453	2.191257876
454	2.191102038
455	2.190957702
456	2.190550869
457	2.190318924
458	2.190172023
459	2.190099314
460	2.189840159
461	2.18972013
462	2.189575268
463	2.189491816
464	2.189241
465	2.18906647
466	2.189011329
467	2.188872693
468	2.188729287
469	2.188550945
470	2.188523024
471	2.188351547
472	2.188224456
473	2.188019184
474	2.187888217
475	2.187768121
476	2.187660606
477	2.187444167
478	2.187287284
479	2.187039203
480	2.186875361
481	2.186689165
482	2.18657735
483	2.186516702
484	2.186345202
485	2.186265423
486	2.186116359
487	2.185904089
488	2.185752079
489	2.185403905
490	2.18508618
491	2.18483849
492	2.184631013
493	2.184445826
494	2.184326544
495	2.18420914
496	2.18406133
497	2.183891966
498	2.183738154
499	2.183532171
500	2.183320151
501	2.183156473
502	2.183137993
503	2.182965891
504	2.182833503
505	2.182718559
506	2.182615837
507	2.182501579
508	2.182318147
509	2.182187487
510	2.181994122
511	2.18177041
512	2.181622199
513	2.181494726
514	2.181277086
515	2.181096461
516	2.180890348
517	2.180754726
518	2.180603283
519	2.180373712
520	2.18024578
521	2.180079779
522	2.179938688
523	2.179818096
524	2.179659622
525	2.179587726
526	2.179518531
527	2.179321522
528	2.179262405
529	2.179099326
530	2.178918432
531	2.178753634
532	2.178546298
533	2.178445933
534	2.178365153
535	2.178211166
536	2.178085915
537	2.177966153
538	2.17780465
539	2.17751389
540	2.177289503
541	2.177123236
542	2.177008556
543	2.176909614
544	2.176770199
545	2.176564342
546	2.176435543
547	2.176335014
548	2.176145757
549	2.175974753
550	2.175860078
551	2.175782333
552	2.175640614
553	2.175472631
554	2.175314871
555	2.175151077
556	2.174988967
557	2.174888427
558	2.174522172
559	2.174413712
560	2.174171774
561	2.173958882
562	2.173823204
563	2.173644514
564	2.173600386
565	2.173407473
566	2.173232553
567	2.173066609
568	2.172902675
569	2.172670805
570	2.172460134
571	2.17234814
572	2.172200188
573	2.172069862
574	2.171887084
575	2.171785482
576	2.171486644
577	2.171295816
578	2.171214443
579	2.171099134
580	2.171047197
581	2.170887946
582	2.170790858
583	2.170711108
584	2.170563977
585	2.170346221
586	2.170197352
587	2.170048417
588	2.169951786
589	2.169725468
590	2.169593951
591	2.169427878
592	2.169207837
593	2.169015605
594	2.168818344
595	2.168638056
596	2.168528746
597	2.168237793
598	2.168138551
599	2.167920106
600	2.16774883
601	2.167624927
602	2.167457963
603	2.167327768
604	2.167178333
605	2.167034358
606	2.166897431
607	2.166668689
608	2.1665263
609	2.166400201
610	2.166281364
611	2.166137508
612	2.165935725
613	2.165798622
614	2.165687909
615	2.165568659
616	2.165260563
617	2.165145829
618	2.164939647
619	2.164909769
620	2.164800892
621	2.164729306
622	2.164658147
623	2.164457397
624	2.164379018
625	2.164286127
626	2.164135607
627	2.163967207
628	2.163843142
629	2.163759397
630	2.163620326
631	2.163439946
632	2.163359915
633	2.163108321
634	2.162906907
635	2.162766861
636	2.162682059
637	2.162524664
638	2.16235375
639	2.16226292
640	2.16212105
641	2.162013478
642	2.161872297
643	2.161716417
644	2.16164535
645	2.161522868
646	2.161370375
647	2.161222168
648	2.161126595
649	2.160969537
650	2.160799185
651	2.160662055
652	2.16055479
653	2.160448369
654	2.160279131
655	2.160070255
656	2.159924996
657	2.15980096
658	2.159607402
659	2.159510799
660	2.159333911
661	2.159252333
662	2.159214942
663	2.159081944
664	2.159001851
665	2.158882282
666	2.158781854
667	2.158655595
668	2.158583222
669	2.158369789
670	2.15818357
671	2.158028321
672	2.157858059
673	2.157632514
674	2.157432491
675	2.157313048
676	2.15723373
677	2.157141009
678	2.157092437
679	2.156827306
680	2.156630129
681	2.156504268
682	2.156460176
683	2.156303887
684	2.156224459
685	2.156124488
686	2.155907336
687	2.155881027
688	2.155736606
689	2.155626235
690	2.155549028
691	2.155411837
692	2.155279481
693	2.155115776
694	2.15501934
695	2.154804573
696	2.154656318
697	2.154407775
698	2.154270107
699	2.154171513
700	2.154032577
701	2.153952365
702	2.153796427
703	2.15363487
704	2.153495978
705	2.15339056
706	2.153256394
707	2.153127385
708	2.152979811
709	2.152766348
710	2.152680195
711	2.152445054
712	2.152288395
713	2.15218878
714	2.152082632
715	2.151934214
716	2.151750047
717	2.151663894
718	2.151526115
719	2.151341009
720	2.151242934
721	2.15110417
722	2.150956816
723	2.15079651
724	2.150611528
725	2.150438083
726	2.150247176
727	2.150093647
728	2.149979075
729	2.149897046
730	2.149704739
731	2.149621671
732	2.149476725
733	2.149416879
734	2.149252739
735	2.149112261
736	2.148977591
737	2.148777607
738	2.148546094
739	2.148429306
740	2.148338386
741	2.148225991
742	2.148083737
743	2.147873982
744	2.147725509
745	2.147595224
746	2.147461433
747	2.147304432
748	2.147211308
749	2.146985094
750	2.146870577
751	2.146645357
752	2.146554015
753	2.146384831
754	2.146200503
755	2.146085117
756	2.145964141
757	2.145861007
758	2.145811209
759	2.145691567
760	2.14551337
761	2.145357705
762	2.145127515
763	2.144999631
764	2.144777235
765	2.144645934
766	2.144420061
767	2.144135535
768	2.144049179
769	2.143798983
770	2.143666167
771	2.143529308
772	2.143413393
773	2.143305072
774	2.1431639
775	2.142999161
776	2.142803431
777	2.142793342
778	2.142718186
779	2.142676305
780	2.142582157
781	2.142443338
782	2.14234866
783	2.142239004
784	2.142155967
785	2.142061395
786	2.141918781
787	2.141873539
788	2.14180995
789	2.141609178
790	2.141438018
791	2.14137592
792	2.141184014
793	2.141133579
794	2.140989828
795	2.14085835
796	2.14079335
797	2.140792714
798	2.140642021
799	2.140491955
800	2.140387375
801	2.140248091
802	2.140128164
803	2.139977732
804	2.139810967
805	2.139737454
806	2.139568037
807	2.139365822
808	2.139286421
809	2.139167651
810	2.139161027
811	2.139066306
812	2.138925279
813	2.138827959
814	2.138701282
815	2.138569805
816	2.138461067
817	2.13830902
818	2.138099147
819	2.137839947
820	2.137710704
821	2.137611174
822	2.137534083
823	2.137440899
824	2.137361025
825	2.137237124
826	2.137129224
827	2.136974248
828	2.136874833
829	2.136782535
830	2.136646152
831	2.136405551
832	2.136283535
833	2.136202073
834	2.135932981
835	2.135736061
836	2.13563452
837	2.135498184
838	2.135397812
839	2.135193385
840	2.135062741
841	2.134973747
842	2.134817599
843	2.134705002
844	2.134565859
845	2.134392124
846	2.134304068
847	2.13413082
848	2.133975144
849	2.133909113
850	2.133754556
851	2.133753684
852	2.133698756
853	2.133604857
854	2.133475737
855	2.133350168
856	2.133240582
857	2.133239939
858	2.133149249
859	2.133069604
860	2.132954041
861	2.132881113
862	2.132839312
863	2.132768618
864	2.132695387
865	2.13257806
866	2.132472704
867	2.132254105
868	2.13216355
869	2.132019451
870	2.131922339
871	2.131762153
872	2.131676465
873	2.131553301
874	2.131388369
875	2.131236321
876	2.13106795
877	2.130962936
878	2.130801152
879	2.130636909
880	2.130542986
881	2.130387415
882	2.130275335
883	2.130247837
884	2.130075026
885	2.129905182
886	2.12970716
887	2.129565791
888	2.129474845
889	2.129279778
890	2.129132572
891	2.12904308
892	2.128902676
893	2.128788104
894	2.128476585
895	2.128390428
896	2.128304043
897	2.128152531
898	2.128056763
899	2.127909652
900	2.127737129
901	2.127608339
902	2.127607485
903	2.127476886
904	2.127293556
905	2.127171591
906	2.127034979
907	2.126957903
908	2.126845851
909	2.126845112
910	2.126780363
911	2.126619549
912	2.126475215
913	2.126316885
914	2.126225526
915	2.126070186
916	2.125963192
917	2.125873881
918	2.12572745
919	2.125580734
920	2.125469931
921	2.125406617
922	2.125353993
923	2.125259652
924	2.125184517
925	2.125095322
926	2.124964168
927	2.124820882
928	2.124722463
929	2.124662778
930	2.124641924
931	2.12454528
932	2.124393332
933	2.124231531
934	2.124161758
935	2.123942639
936	2.123816092
937	2.123635798
938	2.123488224
939	2.123366906
940	2.123270573
941	2.123141652
942	2.122951381
943	2.122847869
944	2.122787194
945	2.122652954
946	2.122545752
947	2.122335288
948	2.122153792
949	2.122153131
950	2.122019953
951	2.121878935
952	2.121738082
953	2.121666445
954	2.121553522
955	2.121447742
956	2.121347218
957	2.12117054
958	2.121007551
959	2.120855811
960	2.120749452
961	2.120608182
962	2.120485036
963	2.120371586
964	2.12037125
965	2.120282241
966	2.120177579
967	2.120145725
968	2.119949621
969	2.119861446
970	2.119860951
971	2.119771697
972	2.11961828
973	2.119464835
974	2.11934096
975	2.119304838
976	2.11922388
977	2.119080829
978	2.118873215
979	2.118699501
980	2.118635306
981	2.118502746
982	2.118409453
983	2.118312106
984	2.11814035
985	2.118047895
986	2.117983298
987	2.117904377
988	2.117818889
989	2.117721397
990	2.117720803
991	2.117638116
992	2.117554482
993	2.11751347
994	2.117404533
995	2.117287631
996	2.117207451
997	2.117055122
998	2.11697528
999	2.116886519
1000	2.116751375
1001	2.11672383
1002	2.11646707
1003	2.116461109
1004	2.116413951
1005	2.116326631
1006	2.116235613
1007	2.116134662
1008	2.116069471
1009	2.115977317
1010	2.115877944
1011	2.115741671
1012	2.115614971
1013	2.115484512
1014	2.115463946
1015	2.115309346
1016	2.115202129
1017	2.115105537
1018	2.114983462
1019	2.114888589
1020	2.114745808
1021	2.114651816
1022	2.114539916
1023	2.114460986
1024	2.114295927
1025	2.114198481
1026	2.114073589
1027	2.113938113
1028	2.113793863
1029	2.113741815
1030	2.113595903
1031	2.113549648
1032	2.113453431
1033	2.113297963
1034	2.113267077
1035	2.113230832
1036	2.113123231
1037	2.113107149
1038	2.113085576
1039	2.112989156
1040	2.112966203
1041	2.112834662
1042	2.112719791
1043	2.112537664
1044	2.112374554
1045	2.11231039
1046	2.112173161
1047	2.112088104
1048	2.111907252
1049	2.111839972
1050	2.111783052
1051	2.111649231
1052	2.111542068
1053	2.111419376
1054	2.111168106
1055	2.110994137
1056	2.110877833
1057	2.110657533
1058	2.110533963
1059	2.11035766
1060	2.1102844
1061	2.110155094
1062	2.109999272
1063	2.109923232
1064	2.109787156
1065	2.109675373
1066	2.109605695
1067	2.109460302
1068	2.109286529
1069	2.109204987
1070	2.109123968
1071	2.109058245
1072	2.108981689
1073	2.108863717
1074	2.108732085
1075	2.108649783
1076	2.108515445
1077	2.108414846
1078	2.108314209
1079	2.108262534
1080	2.108210356
1081	2.108101664
1082	2.108038994
1083	2.10786889
1084	2.107659686
1085	2.107578489
1086	2.1075312
1087	2.107395701
1088	2.107198247
1089	2.10714836
1090	2.107014428
1091	2.106864936
1092	2.106703749
1093	2.106543292
1094	2.106436283
1095	2.106368787
1096	2.106244678
1097	2.106048776
1098	2.10595606
1099	2.105874248
1100	2.105802642
1101	2.105685432
1102	2.10560743
1103	2.105467483
1104	2.105381822
1105	2.105304379
1106	2.10522582
1107	2.10515576
1108	2.10503426
1109	2.104948875
1110	2.104870625
1111	2.104722096
1112	2.104631655
1113	2.104527864
1114	2.104453316
1115	2.104347835
1116	2.104227698
1117	2.104137061
1118	2.104079523
1119	2.104002188
1120	2.103912602
1121	2.103793045
1122	2.103686139
1123	2.103509494
1124	2.103403606
1125	2.103308708
1126	2.103220946
1127	2.103108175
1128	2.103071739
1129	2.10296971
1130	2.102868982
1131	2.102791763
1132	2.102687599
1133	2.102608444
1134	2.102466276
1135	2.102314847
1136	2.102191953
1137	2.102142938
1138	2.102038641
1139	2.101931564
1140	2.101867068
1141	2.101777655
1142	2.101720436
1143	2.101612138
1144	2.101479275
1145	2.101398318
1146	2.101337409
1147	2.101274334
1148	2.101151087
1149	2.101081065
1150	2.10100921
1151	2.100897253
1152	2.100817258
1153	2.100728887
1154	2.100635216
1155	2.100540221
1156	2.100401088
1157	2.100347018
1158	2.100260819
1159	2.100159609
1160	2.100139607
1161	2.100072593
1162	2.100005206
1163	2.099896968
1164	2.099706579
1165	2.099561709
1166	2.099467414
1167	2.099373086
1168	2.099268373
1169	2.099199279
1170	2.099073117
1171	2.099013897
1172	2.098909797
1173	2.098842912
1174	2.09874278
1175	2.098656534
1176	2.098615229
1177	2.098557786
1178	2.098438221
1179	2.098346378
1180	2.098296767
1181	2.098182608
1182	2.098104161
1183	2.098025344
1184	2.097787373
1185	2.097669217
1186	2.09755035
1187	2.097438157
1188	2.097295001
1189	2.097167965
1190	2.097036263
1191	2.096948877
1192	2.096803626
1193	2.096747307
1194	2.096647012
1195	2.096471379
1196	2.09631841
1197	2.096294732
1198	2.096216885
1199	2.096105868
1200	2.096019333
1201	2.095955992
1202	2.095803383
1203	2.095716452
1204	2.095650586
1205	2.095543661
1206	2.095410599
1207	2.095388202
1208	2.095269918
1209	2.09513228
1210	2.095031103
1211	2.094901477
1212	2.094842943
1213	2.094768944
1214	2.094712817
1215	2.094608439
1216	2.094458721
1217	2.094368611
1218	2.094248361
1219	2.094141587
1220	2.094089501
1221	2.093914017
1222	2.093837421
1223	2.093713517
1224	2.093566804
1225	2.093467524
1226	2.093314916
1227	2.093259561
1228	2.093025563
1229	2.09292196
1230	2.092780588
1231	2.092650508
1232	2.092549004
1233	2.092449664
1234	2.092342077
1235	2.092317944
1236	2.092290636
1237	2.092178008
1238	2.092105769
1239	2.091995064
1240	2.091836661
1241	2.091724464
1242	2.091688761
1243	2.091600269
1244	2.09149318
1245	2.091398205
1246	2.091303881
1247	2.091153559
1248	2.091091295
1249	2.090959925
1250	2.09080972
1251	2.09071077
1252	2.090637418
1253	2.090454215
1254	2.090397284
1255	2.090279794
1256	2.090190588
1257	2.090081355
1258	2.08998229
1259	2.089872196
1260	2.089734902
1261	2.089628637
1262	2.089546014
1263	2.089384198
1264	2.089233083
1265	2.089146565
1266	2.089049969
1267	2.088962036
1268	2.088844533
1269	2.088784394
1270	2.088698506
1271	2.088582382
1272	2.088416015
1273	2.088339781
1274	2.088288075
1275	2.088104462
1276	2.087988083
1277	2.087877535
1278	2.087711704
1279	2.087588373
1280	2.087475103
1281	2.087404639
1282	2.087271124
1283	2.087255615
1284	2.087186628
1285	2.087009389
1286	2.086940335
1287	2.086850007
1288	2.086782849
1289	2.086768197
1290	2.086668964
1291	2.08654552
1292	2.086414006
1293	2.086261457
1294	2.086138127
1295	2.086065757
1296	2.085983624
1297	2.085820218
1298	2.085717103
1299	2.085709249
1300	2.085624747
1301	2.085404918
1302	2.085279259
1303	2.085254771
1304	2.085195151
1305	2.085082557
1306	2.084969727
1307	2.084863428
1308	2.084789843
1309	2.084628483
1310	2.084526981
1311	2.084424389
1312	2.084323109
1313	2.084202788
1314	2.084106375
1315	2.084001158
1316	2.083917386
1317	2.083820041
1318	2.083639074
1319	2.083546608
1320	2.083503623
1321	2.083401616
1322	2.083264742
1323	2.083172008
1324	2.083081077
1325	2.082973417
1326	2.082861365
1327	2.082757434
1328	2.082671201
1329	2.082530215
1330	2.082396224
1331	2.082302805
1332	2.082258698
1333	2.082049962
1334	2.081967134
1335	2.081875321
1336	2.081787313
1337	2.081680969
1338	2.081608598
1339	2.081513618
1340	2.081452249
1341	2.08135355
1342	2.081276339
1343	2.081148466
1344	2.081089622
1345	2.080954415
1346	2.080826718
1347	2.080766142
1348	2.080595554
1349	2.080521277
1350	2.080484636
1351	2.080413203
1352	2.080338179
1353	2.080267319
1354	2.080119974
1355	2.080085003
1356	2.08005858
1357	2.079974573
1358	2.079919951
1359	2.079790166
1360	2.079748026
1361	2.079690579
1362	2.079564256
1363	2.079444098
1364	2.079322367
1365	2.07923123
1366	2.079148298
1367	2.079043202
1368	2.078945195
1369	2.078773383
1370	2.078724991
1371	2.078613632
1372	2.078567496
1373	2.07850128
1374	2.078387891
1375	2.078332912
1376	2.078242361
1377	2.078152972
1378	2.078036296
1379	2.077939318
1380	2.077806284
1381	2.077701812
1382	2.077638333
1383	2.077546329
1384	2.077467607
1385	2.077392605
1386	2.077193366
1387	2.077121201
1388	2.077044183
1389	2.076960894
1390	2.076809666
1391	2.076760787
1392	2.076589954
1393	2.076493606
1394	2.07636264
1395	2.076263804
1396	2.076241873
1397	2.076135862
1398	2.076021584
1399	2.075910024
1400	2.075730121
1401	2.075642182
1402	2.075557602
1403	2.075468521
1404	2.075361765
1405	2.075289173
1406	2.075199985
1407	2.075132965
1408	2.075095518
1409	2.07498981
1410	2.074989318
1411	2.074913066
1412	2.074798966
1413	2.074733391
1414	2.074656314
1415	2.074441004
1416	2.07437416
1417	2.074233829
1418	2.07415585
1419	2.074057773
1420	2.073999371
1421	2.07394945
1422	2.073912825
1423	2.073755842
1424	2.073728282
1425	2.073680406
1426	2.073553264
1427	2.073407699
1428	2.073177968
1429	2.073117971
1430	2.073056869
1431	2.072930523
1432	2.07283214
1433	2.072703866
1434	2.072630633
1435	2.072556835
1436	2.072402181
1437	2.072343599
1438	2.072281939
1439	2.072172502
1440	2.072084011
1441	2.07198193
1442	2.071929517
1443	2.071856125
1444	2.071736022
1445	2.07169022
1446	2.071543698
1447	2.071438581
1448	2.071294772
1449	2.071159673
1450	2.071039026
1451	2.070951656
1452	2.070699097
1453	2.070583724
1454	2.07050931
1455	2.070508395
1456	2.07041199
1457	2.0703549
1458	2.070296968
1459	2.070200273
1460	2.070113193
1461	2.070033303
1462	2.069942947
1463	2.069827786
1464	2.069696785
1465	2.069587141
1466	2.069444527
1467	2.069375863
1468	2.069257735
1469	2.069197623
1470	2.069121467
1471	2.069113238
1472	2.069035248
1473	2.068916932
1474	2.068742771
1475	2.068681102
1476	2.068527102
1477	2.068438394
1478	2.068343395
1479	2.068246999
1480	2.068188623
1481	2.068125935
1482	2.068048755
1483	2.067980296
1484	2.067818098
1485	2.067729754
1486	2.067692763
1487	2.067631905
1488	2.067597388
1489	2.067478183
1490	2.067359073
1491	2.067262321
1492	2.067232579
1493	2.067152766
1494	2.067100572
1495	2.067095027
1496	2.067014358
1497	2.066849699
1498	2.066799686
1499	2.066669405
1500	2.066586732
1501	2.066556749
1502	2.066478084
1503	2.066382152
1504	2.066359662
1505	2.066237904
1506	2.066089138
1507	2.06601551
1508	2.066012277
1509	2.065882245
1510	2.065837564
1511	2.065732511
1512	2.065651002
1513	2.065588353
1514	2.065532901
1515	2.065412134
1516	2.065312789
1517	2.065214513
1518	2.0651028
1519	2.065054117
1520	2.064946975
1521	2.064865785
1522	2.064816729
1523	2.064733655
1524	2.064646418
1525	2.064575265
1526	2.064496768
1527	2.064446669
1528	2.064377927
1529	2.064281125
1530	2.064138475
1531	2.064073569
1532	2.063954846
1533	2.063860348
1534	2.063808249
1535	2.063695816
1536	2.063599086
1537	2.063493484
1538	2.063446398
1539	2.063370989
1540	2.063253097
1541	2.063189616
1542	2.063048884
1543	2.062938749
1544	2.062860775
1545	2.062768676
1546	2.062658567
1547	2.062549639
1548	2.062412689
1549	2.062318114
1550	2.062178643
1551	2.062109662
1552	2.061993071
1553	2.061895024
1554	2.061806984
1555	2.061684787
1556	2.061645733
1557	2.061520629
1558	2.061414398
1559	2.061346267
1560	2.061266877
1561	2.061201953
1562	2.061139553
1563	2.061044412
1564	2.060967303
1565	2.060912745
1566	2.060832067
1567	2.060767129
1568	2.06068175
1569	2.060533022
1570	2.060438133
1571	2.06032259
1572	2.060226767
1573	2.060144501
1574	2.060018243
1575	2.059926784
1576	2.059838511
1577	2.059766448
1578	2.059621909
1579	2.059585705
1580	2.059481777
1581	2.059414673
1582	2.059352168
1583	2.059254735
1584	2.059197208
1585	2.059063921
1586	2.059035237
1587	2.058929574
1588	2.05882414
1589	2.058756826
1590	2.058696023
1591	2.058648344
1592	2.058526865
1593	2.058451574
1594	2.058303154
1595	2.058242915
1596	2.058138842
1597	2.058063539
1598	2.057942296
1599	2.057821561
1600	2.057701446
1601	2.057617941
1602	2.05752155
1603	2.05748083
1604	2.057424638
1605	2.057277539
1606	2.057156353
1607	2.057068036
1608	2.056951425
1609	2.056877962
1610	2.056837845
1611	2.056722576
1612	2.056600953
1613	2.056491329
1614	2.056420708
1615	2.056363825
1616	2.056313769
1617	2.056164997
1618	2.056077684
1619	2.056014299
1620	2.055917144
1621	2.055793969
1622	2.05574423
1623	2.05571708
1624	2.05568359
1625	2.055621862
1626	2.055523846
1627	2.055463263
1628	2.055343992
1629	2.055295152
1630	2.055237709
1631	2.055228725
1632	2.055126884
1633	2.054983334
1634	2.054919775
1635	2.054853499
1636	2.054766974
1637	2.054637378
1638	2.054506224
1639	2.054422113
1640	2.054318114
1641	2.054223872
1642	2.05416886
1643	2.0540616
1644	2.053982735
1645	2.053844236
1646	2.053772218
1647	2.053676
1648	2.053549659
1649	2.053455632
1650	2.053389016
1651	2.053227287
1652	2.053088582
1653	2.052994134
1654	2.052918545
1655	2.052836912
1656	2.052738379
1657	2.052675411
1658	2.052560317
1659	2.052451169
1660	2.052404201
1661	2.052326444
1662	2.052257021
1663	2.052206024
1664	2.052126392
